cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
SHAMAN,5.0,352,Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.,EX1_567,Doomhammer,EPIC,,"<b>Windfury, Overload:</b> (2)",WEAPON,2.0,,,8.0
DRUID,4.0,577,Chew your food!,EX1_570,Bite,RARE,,Give your hero +4 Attack this turn. Gain 4 Armor.,SPELL,,,,
DRUID,5.0,493,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",EX1_571,Force of Nature,EPIC,NATURE,Summon three 2/2 Treants.,SPELL,,,,
NEUTRAL,9.0,1186,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",EX1_572,Ysera,LEGENDARY,,"At the end of your turn, get two random Dream cards.",MINION,4.0,12.0,['DRAGON'],
DRUID,8.0,36,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",EX1_573,Cenarius,LEGENDARY,,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,MINION,5.0,8.0,,
SHAMAN,3.0,513,"It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",EX1_575,Mana Tide Totem,RARE,,"At the end of your turn, draw a card.",MINION,0.0,3.0,['TOTEM'],
NEUTRAL,6.0,962,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,EX1_577,The Beast,LEGENDARY,,"[x]<b>Deathrattle:</b> Summon a
3/3 Pip Quickwit for
your opponent.",MINION,9.0,7.0,['BEAST'],
DRUID,1.0,481,"It is true that some druids are savage, but others still enjoy a quiet moment and a spot of tea.",EX1_578,Savagery,RARE,,Deal damage equal to your hero's Attack to a minion.,SPELL,,,,
ROGUE,2.0,461,Rogues love sappy movies.,EX1_581,Sap,FREE,,Return an enemy minion to your opponent's hand.,SPELL,,,,
NEUTRAL,3.0,175,You don't see a lot of Dalaran warriors.,EX1_582,Dalaran Mage,FREE,,<b>Spell Damage +1</b>,MINION,1.0,4.0,,
NEUTRAL,6.0,424,"If she threatens to ""moon"" you, it's not what you think.",EX1_583,Priestess of Elune,COMMON,,<b>Battlecry:</b> Restore #4 Health to your hero.,MINION,5.0,4.0,,
NEUTRAL,4.0,915,Sometimes he forgets and just wanders into someone else's game.,EX1_584,Ancient Mage,RARE,,<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.,MINION,2.0,5.0,,
NEUTRAL,10.0,211,See?  Giant.,EX1_586,Sea Giant,EPIC,,Costs (1) less for each other minion on the battlefield.,MINION,8.0,8.0,,
SHAMAN,4.0,178,Is there anything worse than a Windspeaker with halitosis?,EX1_587,Windspeaker,FREE,,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,MINION,3.0,3.0,,
NEUTRAL,3.0,755,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",EX1_590,Blood Knight,EPIC,,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,MINION,3.0,3.0,,
PRIEST,4.0,237,"The Auchenai know the end is coming, but they're not sure when.",EX1_591,Auchenai Soulpriest,RARE,,Your cards and powers that restore Health now deal damage instead.,MINION,3.0,5.0,,
NEUTRAL,5.0,670,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",EX1_593,Nightblade,FREE,,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,MINION,4.0,4.0,,
MAGE,3.0,286,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,EX1_594,Vaporize,RARE,FIRE,"<b>Secret:</b> When a minion attacks your hero, destroy it.",SPELL,,,,
NEUTRAL,4.0,811,"She may be an evil cult master, but she still calls her parents once a week.",EX1_595,Cult Master,COMMON,,"After a friendly minion dies, draw a card.",MINION,4.0,2.0,['UNDEAD'],
WARLOCK,2.0,1142,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,EX1_596,Demonfire,COMMON,FEL,"Deal $2 damage to a minion. If it’s a friendly Demon, give it +2/+2 instead.",SPELL,,,,
NEUTRAL,3.0,926,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,EX1_597,Imp Master,RARE,,"[x]At the end of your turn, deal
1 damage to this minion
 and summon a 1/1 Imp.",MINION,1.0,5.0,,
WARRIOR,2.0,285,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",EX1_603,Cruel Taskmaster,COMMON,,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,MINION,2.0,3.0,,
WARRIOR,3.0,654,He used to work as an accountant before he tried his hand at Berserkering.,EX1_604,Frothing Berserker,RARE,,"Whenever a minion takes damage, gain +1 Attack.",MINION,2.0,4.0,,
WARRIOR,2.0,1023,Shields were invented because Face Block is USELESS.,EX1_606,Shield Block,FREE,,"Gain 5 Armor.
Draw a card.",SPELL,,,,
WARRIOR,0.0,22,They're only smiling on the outside.,EX1_607,Inner Rage,COMMON,,Deal $1 damage to a minion and give it +2 Attack.,SPELL,,,,
MAGE,4.0,614,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",EX1_608,Sorcerer's Apprentice,COMMON,,Your spells cost (1) less.,MINION,3.0,2.0,,
HUNTER,2.0,814,A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,EX1_609,Snipe,COMMON,,"<b>Secret:</b> After your opponent plays a minion, deal $6 damage to it.",SPELL,,,,
HUNTER,2.0,585,It traps your food AND cooks it for you!,EX1_610,Explosive Trap,COMMON,FIRE,"<b>Secret:</b> When your hero is attacked, deal $2 damage to all enemies.",SPELL,,,,
HUNTER,2.0,519,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",EX1_611,Freezing Trap,COMMON,FROST,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.",SPELL,,,,
MAGE,3.0,748,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",EX1_612,Kirin Tor Mage,RARE,,"[x]<b>Battlecry:</b> The next <b>Secret</b>
you play this turn costs (0).",MINION,4.0,3.0,,
ROGUE,3.0,306,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",EX1_613,Edwin VanCleef,LEGENDARY,,<b>Combo:</b> Gain +2/+2 for each other card you've played this turn.,MINION,2.0,2.0,,
NEUTRAL,6.0,556,"Xavius has grand nightmares of summoning Sargeras into this world, but a few Satyr will have to do for now.",EX1_614,Xavius,LEGENDARY,,"After you play a card, summon a 2/1 Satyr.",MINION,7.0,5.0,['DEMON'],
NEUTRAL,2.0,715,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",EX1_616,Mana Wraith,RARE,,ALL minions cost (1) more.,MINION,2.0,2.0,,
HUNTER,3.0,1093,"Our ballista operator is effective, but not picky.",EX1_617,Deadly Shot,COMMON,,Destroy a random enemy minion.,SPELL,,,,
PALADIN,2.0,756,We are all special unique snowflakes... with 1 Health.,EX1_619,Equality,RARE,HOLY,Change the Health of ALL minions to 1.,SPELL,,,,
NEUTRAL,22.0,1372,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,EX1_620,Molten Giant,EPIC,,"Costs (1) less for
each Health your hero
is missing.",MINION,8.0,8.0,['ELEMENTAL'],
PRIEST,0.0,1362,It isn't really a circle.,EX1_621,Circle of Healing,COMMON,HOLY,Restore #4 Health to ALL minions.,SPELL,,,,
PRIEST,2.0,1363,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",EX1_622,Shadow Word: Death,FREE,SHADOW,Destroy a minion with 5 or more Attack.,SPELL,,,,
PRIEST,5.0,1364,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,EX1_623,Temple Enforcer,COMMON,,<b>Battlecry:</b> Give a friendly minion +3 Health.,MINION,5.0,6.0,,
PRIEST,6.0,1365,Often followed by Holy Smokes!,EX1_624,Holy Fire,RARE,HOLY,Deal $5 damage. Restore #5 Health to your hero.,SPELL,,,,
PRIEST,2.0,1368,If a bright light shines on a priest in Shadowform… do they cast a shadow?,EX1_625,Shadowform,EPIC,SHADOW,Your Hero Power becomes 'Deal 2 damage.',SPELL,,,,
PRIEST,4.0,1366,"It dispels buffs, powers, hopes, and dreams.",EX1_626,Mass Dispel,RARE,HOLY,<b>Silence</b> all enemy minions. Draw a card.,SPELL,,,,
NEUTRAL,1.0,1753,Zombie.  It's what's for dinner.,FP1_001,Zombie Chow,COMMON,,<b>Deathrattle:</b> Restore #5 Health to the enemy hero.,MINION,2.0,3.0,['UNDEAD'],
NEUTRAL,2.0,1781,Arachnofauxbia: Fear of fake spiders.,FP1_002,Haunted Creeper,COMMON,,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,MINION,1.0,2.0,['BEAST'],
NEUTRAL,2.0,1858,OOZE... Ooze... Ooze... (ooze...),FP1_003,Echoing Ooze,EPIC,,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,MINION,1.0,2.0,,
NEUTRAL,2.0,1783,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",FP1_004,Mad Scientist,COMMON,,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,MINION,2.0,2.0,['UNDEAD'],
NEUTRAL,3.0,1784,"I would've thought the giant, floating necropolis that is Naxxramas would cast a bigger shadow.",FP1_005,Shade of Naxxramas,EPIC,,"<b><b>Stealth</b>.</b> At the start of your turn, gain +1/+1.",MINION,2.0,2.0,['UNDEAD'],
NEUTRAL,2.0,1786,Eggs are a good source of protein and Nerubians.,FP1_007,Nerubian Egg,RARE,,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,MINION,0.0,2.0,,
NEUTRAL,5.0,1789,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,FP1_008,Spectral Knight,COMMON,,<b>Elusive</b>,MINION,4.0,6.0,['UNDEAD'],
NEUTRAL,3.0,1790,"""Rise from your grave!"" - Kel'Thuzad",FP1_009,Deathlord,RARE,,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,MINION,2.0,8.0,['UNDEAD'],
NEUTRAL,6.0,1791,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",FP1_010,Maexxna,LEGENDARY,,<b>Poisonous</b>,MINION,2.0,8.0,['BEAST'],
HUNTER,1.0,1860,Spider cocoons are like little piñatas!,FP1_011,Webspinner,COMMON,,"<b>Deathrattle:</b> Get a
random Beast.",MINION,1.0,1.0,['BEAST'],
NEUTRAL,5.0,1793,DO NOT GIVE HIM A ROOT BEER.,FP1_012,Sludge Belcher,RARE,,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Summon a
1/2 Slime with <b>Taunt</b>.",MINION,3.0,6.0,['UNDEAD'],
NEUTRAL,8.0,1794,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,FP1_013,Kel'Thuzad,LEGENDARY,,"At the end of each turn, summon all friendly minions that died this turn.",MINION,6.0,8.0,['UNDEAD'],
NEUTRAL,5.0,1796,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",FP1_014,Stalagg,LEGENDARY,,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",MINION,7.0,4.0,['UNDEAD'],
NEUTRAL,5.0,1797,Feugen is sad because everyone likes Stalagg better.,FP1_015,Feugen,LEGENDARY,,"<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.",MINION,4.0,7.0,['UNDEAD'],
NEUTRAL,4.0,1799,"This soul just <i>wails</i> on you. Dang, soul, let up already.",FP1_016,Wailing Soul,RARE,,<b>Battlecry: Silence</b> your other minions.,MINION,3.0,5.0,['UNDEAD'],
NEUTRAL,2.0,1800,Weblords spend all day making giant trampoline parks.,FP1_017,Nerub'ar Weblord,COMMON,,Minions with <b>Battlecry</b> cost (2) more.,MINION,1.0,4.0,['UNDEAD'],
MAGE,3.0,1801,The one time when duping cards won't get your account banned!,FP1_018,Duplicate,COMMON,ARCANE,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",SPELL,,,,
DRUID,4.0,1802,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",FP1_019,Poison Seeds,COMMON,NATURE,Destroy all minions and summon 2/2 Treants to replace them.,SPELL,,,,
PALADIN,1.0,1804,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",FP1_020,Avenge,COMMON,HOLY,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",SPELL,,,,
WARRIOR,4.0,1805,"""Take a bite outta Death."" - McScruff the Deathlord",FP1_021,Death's Bite,COMMON,,<b>Deathrattle:</b> Deal 1 damage to all minions.,WEAPON,4.0,,,2.0
WARLOCK,4.0,1806,"""Void!  Here, void!  Here, buddy!""",FP1_022,Voidcaller,COMMON,,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,MINION,3.0,4.0,['DEMON'],
PRIEST,3.0,1807,The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.,FP1_023,Dark Cultist,COMMON,,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,MINION,3.0,4.0,,
NEUTRAL,2.0,1808,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,FP1_024,Unstable Ghoul,COMMON,,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,MINION,1.0,3.0,['UNDEAD'],
SHAMAN,1.0,1809,"It's like birth, except you're an adult and you were just dead a second ago.",FP1_025,Reincarnate,COMMON,NATURE,"Destroy a minion,
then return it to life with full Health.",SPELL,,,,
ROGUE,4.0,1810,"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.",FP1_026,Anub'ar Ambusher,COMMON,,<b>Deathrattle:</b> Return a random friendly minion to your hand.,MINION,5.0,5.0,['UNDEAD'],
NEUTRAL,3.0,1861,Stoneskin Gargoyles love freeze tag.,FP1_027,Stoneskin Gargoyle,COMMON,,"At the start of your turn, restore this minion to full Health.",MINION,1.0,4.0,['UNDEAD'],
NEUTRAL,1.0,1910,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",FP1_028,Undertaker,COMMON,,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1/+1.",MINION,1.0,2.0,['UNDEAD'],
NEUTRAL,3.0,1913,They like to dance to reggae.,FP1_029,Dancing Swords,COMMON,,<b>Deathrattle:</b> Your opponent draws a card.,MINION,4.0,4.0,,
NEUTRAL,5.0,1914,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,FP1_030,Loatheb,LEGENDARY,,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,MINION,5.0,5.0,['UNDEAD'],
NEUTRAL,4.0,1915,There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.,FP1_031,Baron Rivendare,LEGENDARY,,Your minions trigger their <b>Deathrattles</b> twice.,MINION,1.0,7.0,['UNDEAD'],
NEUTRAL,6.0,103654,"""Grab a slice by the hearth and enjoy the festivities. This celebration is for all of us!""
-Harth",GIFT_01,Harth Stonebrew,LEGENDARY,,"[x]<b>Battlecry:</b> Replace your
hand with an iconic one
from Hearthstone's past.
<i>(Once per game)</i>",MINION,5.0,5.0,,
MAGE,1.0,103655,"""On this day, my magic will bring us together.""
-Jaina",GIFT_02,Jaina's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b> Frostbolt, Arcane Intellect, or Fireball.",SPELL,,,,
HUNTER,1.0,103656,"""I shop alone.""
-Rexxar",GIFT_03,Rexxar's Gift,RARE,,"[x]<b>Discover</b> a <b>Temporary</b>
Quick Shot, Deadly Shot,
or Explosive Shot.",SPELL,,,,
DEATHKNIGHT,1.0,103657,"""Now try it on.""
-Arthas",GIFT_04,Arthas's Gift,RARE,,"[x]<b>Discover</b> a <b>Temporary</b>
Dark Transformation,
Howling Blast, or
Death Strike.",SPELL,,,,
PALADIN,1.0,103658,"""I hope you enjoy light reading!""
-Uther",GIFT_05,Uther's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b> Equality, Consecration, or Blessing of Kings.",SPELL,,,,
SHAMAN,1.0,103659,"""I wrapped it myself!""
-Thrall",GIFT_06,Thrall's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b> Lightning Storm, Hex,
or Bloodlust.",SPELL,,,,
WARRIOR,1.0,103660,"""FROM THE HORDE! AND ESPECIALLY ME!""
-Garrosh",GIFT_07,Garrosh's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b> Execute, Shield Block, or Brawl.",SPELL,,,,
DEMONHUNTER,1.0,103661,"""This gift's burden will always be yours to bear... I lost the receipt.""
-Illidan",GIFT_08,Illidan's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b> Fel Barrage, Chaos Strike, or Chaos Nova.",SPELL,,,,
ROGUE,1.0,103662,"""Here. You. Go.""
-Valeera",GIFT_09,Valeera's Gift,RARE,,"[x]<b>Discover</b> a <b>Temporary</b>
Backstab, Deadly Poison,
or Fan of Knives.",SPELL,,,,
DRUID,1.0,103663,"""May this imbue you with the life of the party!""
-Malfurion",GIFT_10,Malfurion's Gift,RARE,,"<b>Discover</b> a <b>Temporary</b>
Feral Rage, Wild Growth,
or Swipe.",SPELL,,,,
WARLOCK,1.0,103664,"""This won't be like last time...""
-Gul'dan",GIFT_11,Gul'dan's Gift,RARE,,"[x]<b>Discover</b> a <b>Temporary</b>
Mortal Coil, Siphon Soul,
or Twisting Nether.",SPELL,,,,
PRIEST,1.0,103665,"""My council assures me this is the perfect gift! Not that they needed to tell me. I know what's in there.""
-Anduin",GIFT_12,Anduin's Gift,RARE,,"[x]<b>Discover</b> a <b>Temporary</b>
Power Word: Shield,
Shadow Word: Pain,
or Mind Control.",SPELL,,,,
WARRIOR,3.0,46650,"""I'm sorry, son.  We had to send Old Howler off…to a farm…to play…""",GIL_113,Rabid Worgen,COMMON,,<b>Rush</b>,MINION,3.0,3.0,,
MAGE,4.0,46654,She sells all manner of keys: from A flat to G sharp.,GIL_116,Arcane Keysmith,EPIC,,<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>. Put it into the battlefield.,MINION,2.0,2.0,,
NEUTRAL,7.0,46655,Does anyone want to play dead!?,GIL_117,Worgen Abomination,EPIC,,"At the end of your turn, deal 2 damage to all other damaged minions.",MINION,6.0,6.0,['UNDEAD'],
NEUTRAL,8.0,46656,"Unfortunately, his doctorate is in Murloc Literature.",GIL_118,Deranged Doctor,COMMON,,<b>Deathrattle:</b> Restore #8 Health to your hero.,MINION,8.0,8.0,,
NEUTRAL,8.0,46658,Decorating tip: Unused cauldrons can make a lovely elemental display.,GIL_119,Cauldron Elemental,COMMON,,Your other Elementals have +2 Attack.,MINION,7.0,7.0,['ELEMENTAL'],
NEUTRAL,7.0,46659,One head is a morning person. The other head hates morning people.,GIL_120,Furious Ettin,COMMON,,<b>Taunt</b>,MINION,5.0,9.0,,
NEUTRAL,7.0,46660,Birds of a feather Moonfire together.,GIL_121,Darkmire Moonkin,COMMON,,<b>Spell Damage +2</b>,MINION,2.0,8.0,,
NEUTRAL,6.0,46667,"The hills have eyes. And teeth. Pretty bad breath, too.",GIL_124,Mossy Horror,EPIC,,<b>Battlecry:</b> Destroy all other minions with 2 or less Attack.,MINION,2.0,7.0,,
NEUTRAL,4.0,46674,He's entirely bonkers. All the best goblins are.,GIL_125,Mad Hatter,RARE,,"[x]<b>Battlecry:</b> Randomly toss
3 hats to other minions.
Each hat gives +1/+1.",MINION,3.0,2.0,,
HUNTER,10.0,46678,Taste your world's corruption! It tastes like chicken.,GIL_128,Emeriss,LEGENDARY,,<b>Battlecry:</b> Double the Attack and Health of all minions in your hand.,MINION,8.0,8.0,['DRAGON'],
DRUID,5.0,46680,"Majestic. Ethereal. Still pretty down in the dumps, though.",GIL_130,Gloom Stag,EPIC,,"<b>Taunt</b>
<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.",MINION,2.0,6.0,['BEAST'],
PRIEST,5.0,46694,"For a healthier option, try Holy Water: Zero.",GIL_134,Holy Water,RARE,HOLY,"Deal $4 damage to a minion. If that kills it, add a copy of it to your hand.",SPELL,,,,
PRIEST,1.0,46706,He's everyone you want to be.,GIL_142,Chameleos,LEGENDARY,,"Each turn this is in your hand, transform it into a card your opponent is holding.",MINION,1.0,1.0,['BEAST'],
NEUTRAL,2.0,46710,They make wonderful pets if you're not allergic to blood loss.,GIL_143,Vicious Scalehide,COMMON,,"<b>Lifesteal</b>
<b>Rush</b>",MINION,1.0,3.0,['BEAST'],
PALADIN,2.0,46713,"Weirdly, the bells stop ringing after 5.",GIL_145,Sound the Bells!,COMMON,,"<b>Echo</b>
Give a minion +1/+2.",SPELL,,,,
MAGE,3.0,46715,"Forecast: ""Cloudy with a chance of fireballs.""",GIL_147,Cinderstorm,RARE,FIRE,Deal $5 damage randomly split among all enemies.,SPELL,,,,
WARRIOR,7.0,46721,"The upper windows used to be for aiming. Then we thought: ""Hey! MORE cannons!""",GIL_152,Blackhowl Gunspire,LEGENDARY,,"[x]Can't attack. Whenever
this minion takes damage,
deal 3 damage to a
random enemy.",MINION,3.0,8.0,,
